,txId1,txId2,Time step,class_txId1,class_txId2
178,16713135,200032559,36,2,2
179,201003719,201003706,36,2,2
180,200726571,60513732,36,2,2
181,200636788,201494647,36,2,2
182,200702141,81948747,36,2,2
183,201998234,86043782,36,2,2
184,199336962,200990304,36,2,2
185,200621681,200983773,36,2,2
186,199945134,199945121,36,2,2
187,77148660,200544019,36,2,2
188,10174843,200520046,36,2,2
189,200508995,200508991,36,2,2
190,2070455,200967961,36,2,2
191,25380228,3678760,36,2,2
192,15457176,200469204,36,2,2
193,216574260,26484117,36,2,2
194,200005376,200465307,36,2,2
195,3132827,199945121,36,2,2
196,201002586,201002590,36,2,2
197,206462722,201494647,36,2,2
198,200052760,207061251,36,2,2
199,200041934,201420450,36,2,2
200,72897869,200520046,36,2,2
201,200672478,201003706,36,2,2
202,132499699,200984882,36,2,2
203,10043588,122268541,36,2,2
204,200983773,41020170,36,2,2
205,201880384,200617038,36,2,2
206,2503479,29225466,36,2,2
207,11314537,43538180,36,2,2
208,200617681,201000368,36,2,2
209,27702383,201420445,36,2,2
210,2070455,200969707,36,2,2
211,200528352,200656543,36,2,2
212,216521504,86043782,36,2,2
213,25380228,200629160,36,2,2
214,24815685,201862388,36,2,2
215,12066494,64364849,36,2,2
216,201003765,201003762,36,2,2
217,72504994,200032559,36,2,2
218,5923264,38876099,36,2,2
219,646566,118375251,36,2,2
220,73747118,120019034,36,2,1
221,15575586,21632518,36,2,2
222,200974757,200974754,36,2,2
223,216573014,117628526,36,2,2
224,200470900,76863021,36,2,1
225,200508991,200649629,36,2,2
226,216559776,202510861,36,2,1
227,206376233,201002440,36,2,2
228,201008293,201008307,36,2,2
229,204918142,219635740,36,2,2
230,200583082,200629551,36,2,2
231,200472743,9580797,36,2,1
232,199943644,120019034,36,2,1
233,3983184,200657619,36,2,2
234,200973871,96443703,36,2,2
235,207070139,201003678,36,2,2
236,219605774,209129579,36,2,2
237,646566,19097439,36,2,2
238,200067272,200520046,36,2,2
239,32293580,120019034,36,2,1
240,217663350,201433814,36,2,2
241,2607210,199945121,36,2,2
242,18911729,200649629,36,2,2
243,53680335,201000368,36,2,2
244,217678717,27862024,36,2,2
245,46403128,200759035,36,2,2
246,199956747,200459331,36,2,2
247,94828134,86043782,36,2,2
248,199945121,31171392,36,2,2
249,9292788,201006731,36,2,2
250,205765035,210610779,36,2,2
251,2070455,121978551,36,2,2
252,11748616,217610708,36,2,2
253,200774934,219628409,36,2,2
254,200617459,201880384,36,2,2
255,13439827,24339154,36,2,2
256,47253767,187524527,36,2,2
257,25244255,199988638,36,2,2
258,200680523,201003706,36,2,2
259,198814120,118375251,36,2,2
260,72504994,198749721,36,2,2
261,199941968,200459331,36,2,2
262,44175377,200638417,36,2,2
263,200625841,200977055,36,2,2
264,15456615,9742529,36,2,2
265,201008614,69807327,36,2,2
266,201003711,201003706,36,2,2
267,202553626,203169641,36,2,2
268,200543668,78777019,36,2,2
269,198793602,198793579,36,2,2
270,199944366,125133336,36,2,2
271,200668469,200977055,36,2,2
272,197655358,200622949,36,2,2
273,200656551,200656543,36,2,2
274,201002880,201002883,36,2,2
275,200636760,64364849,36,2,2
276,28041649,64364849,36,2,2
277,199321367,10075210,36,2,2
278,199937366,120019032,36,2,1
279,200725884,77153980,36,2,2
280,12067399,200520046,36,2,2
281,199966802,49751168,36,2,2
282,26723076,26426749,36,2,2
283,202631323,49504861,36,2,2
284,50405501,201420445,36,2,2
285,200565615,200565617,36,2,2
286,2692055,200050566,36,2,2
287,15456696,200974374,36,2,2
288,14636411,200545458,36,2,2
289,201749887,47471554,36,2,2
290,201008326,201008328,36,2,2
291,200470103,69490698,36,2,2
292,199987644,7846920,36,2,2
293,16713136,120019032,36,2,1
294,199988638,49751552,36,2,2
295,200628921,64364849,36,2,2
296,20258334,200508991,36,2,2
297,200575744,200629551,36,2,2
298,200498737,201433819,36,2,2
299,26484117,201003706,36,2,2
300,201002448,201002450,36,2,2
301,102312377,112055022,36,2,2
302,200726566,200964045,36,2,2
303,59374849,200067272,36,2,2
304,11314537,200032559,36,2,2
305,199945141,199945121,36,2,2
306,43153369,200052174,36,2,2
307,25493733,76605068,36,2,2
308,200055834,200642268,36,2,2
309,198828206,198827545,36,2,2
310,200629304,21632518,36,2,2
311,200052857,24339154,36,2,2
312,199408076,207930774,36,2,2
313,54317371,200758287,36,2,2
314,70047034,122268541,36,2,2
315,202093981,219623122,36,2,2
316,72897869,120019034,36,2,1
317,76435940,200544793,36,2,2
318,200051543,200711944,36,2,2
319,201449665,213127175,36,2,2
320,99189548,200628921,36,2,2
321,12912741,219622938,36,2,2
322,52084569,82172275,36,2,2
323,200633982,74657803,36,2,2
324,14636404,200758995,36,2,2
325,200622136,64364849,36,2,2
326,4209720,6538083,36,2,2
327,200679030,200977055,36,2,2
328,198768711,200040099,36,2,2
329,77147400,201002875,36,2,2
330,200052775,207061251,36,2,2
331,11780910,200997195,36,2,2
332,199310359,200992468,36,2,2
333,49751552,36245380,36,2,2
334,216521847,86043782,36,2,2
335,167356788,43746762,36,2,2
336,219057662,201007087,36,2,2
337,26394081,201420450,36,2,2
338,199958894,200459331,36,2,2
339,66866745,201004048,36,2,2
340,201000131,88843080,36,2,2
341,123587742,201007133,36,2,2
342,199937031,59503198,36,2,2
343,13827311,200032559,36,2,2
344,184121536,200453211,36,2,2
345,201004044,43746762,36,2,2
346,200048385,200949999,36,2,2
347,200033067,200032559,36,2,2
348,200661541,47885917,36,2,2
349,5651731,200990304,36,2,2
350,6544887,200458469,36,2,2
351,15973232,201862388,36,2,2
352,205765038,205765035,36,2,2
353,13257685,201420445,36,2,2
354,27365482,201000368,36,2,2
355,200949999,200949987,36,2,2
356,200670032,201003762,36,2,2
357,60116376,200052146,36,2,2
358,200445863,200960497,36,2,2
359,200633982,107112620,36,2,2
360,198814109,118375251,36,2,2
361,69807327,201008617,36,2,2
362,200653397,74657803,36,2,2
363,200701769,219371979,36,2,2
364,200459331,195456317,36,2,2
365,200629302,21632518,36,2,2
366,200048388,24339154,36,2,2
367,199321554,10075210,36,2,2
368,200529140,48607207,36,2,2
369,26743269,10075210,36,2,2
370,199408495,200949987,36,2,2
371,73747118,201420450,36,2,2
372,200453211,73222775,36,2,2
373,36245380,26426749,36,2,2
374,2070455,200975838,36,2,2
375,64504124,64364849,36,2,2
376,63422749,200976671,36,2,2
377,198793596,198793579,36,2,2
378,201002436,201002441,36,2,2
379,83171612,201007941,36,2,2
380,210610779,202093981,36,2,2
381,199404537,199937031,36,2,2
382,6544887,31171392,36,2,2
383,66158250,200990304,36,2,2
384,199938132,200520046,36,2,2
385,14249153,72906946,36,2,2
386,125608376,120019032,36,2,1
387,200518105,200629551,36,2,2
388,71306396,217604757,36,2,2
389,198793583,198793579,36,2,2
390,217654794,201004044,36,2,2
391,200568200,200032993,36,2,2
392,200758291,14636404,36,2,2
393,198793587,199945135,36,2,2
394,208041590,219353245,36,2,2
395,132758264,200653992,36,2,2
396,217634767,200616032,36,2,2
397,198745679,72907855,36,2,2
398,28041676,199942007,36,2,2
399,73186350,120068194,36,2,2
400,201008323,201008326,36,2,2
401,646566,198805681,36,2,2
402,45505039,200052760,36,2,2
403,198805681,199312098,36,2,2
404,200961472,112841520,36,2,2
405,74699742,120019032,36,2,1
406,28041649,200990304,36,2,2
407,126380404,201432010,36,2,2
408,200616710,200617459,36,2,2
409,199942873,200464814,36,2,2
410,199992494,49751552,36,2,2
411,74815310,200649629,36,2,2
412,84288626,201862388,36,2,2
413,200739622,200739625,36,2,2
414,7160465,199945121,36,2,2
415,199321560,10075210,36,2,2
416,200636790,200636788,36,2,2
417,142287820,198805681,36,2,2
418,216554848,24339154,36,2,2
419,56274229,200062534,36,2,2
420,28041676,122268541,36,2,2
421,200032992,200032559,36,2,2
422,16713740,200628433,36,2,2
423,199944363,125133336,36,2,2
424,201002590,201002594,36,2,2
425,200675390,201003752,36,2,2
426,45858651,200649629,36,2,2
427,198749732,8691444,36,2,2
428,200726566,200726571,36,2,2
429,198805853,198805681,36,2,2
430,28947752,125133336,36,2,2
431,130917377,120019032,36,2,1
432,200501946,120179148,36,2,2
433,28041676,199945121,36,2,2
434,207727189,198828204,36,2,2
435,200997195,200996856,36,2,2
436,200470656,69490698,36,2,2
437,2692055,200032559,36,2,2
438,84288626,200990304,36,2,2
439,200703151,200990304,36,2,2
440,216521282,86043782,36,2,2
441,216523765,25881241,36,2,2
442,216559809,200032992,36,2,2
443,106249867,201003681,36,2,2
444,2070455,200976642,36,2,2
445,199404540,199404537,36,2,2
446,198828632,72907855,36,2,2
447,200757149,200757155,36,2,2
448,200057744,200636970,36,2,2
449,200748600,200748602,36,2,2
450,200499666,201003719,36,2,2
451,200055840,200633982,36,2,2
452,199321565,10075210,36,2,2
453,43153369,214413398,36,2,2
454,198793579,200067272,36,2,2
455,7988208,154749916,36,2,2
456,200532514,16767018,36,2,2
457,200649629,200990304,36,2,2
458,11750730,201862388,36,2,2
459,36298639,96613640,36,2,2
460,5050216,200528363,36,2,2
461,198811356,72907855,36,2,2
462,198745679,200509432,36,2,2
463,74766136,207061251,36,2,2
464,198810098,74657803,36,2,2
465,200981699,24565114,36,2,2
466,198776290,200040099,36,2,2
467,77155797,201002621,36,2,2
468,14476823,200457256,36,2,2
469,200529143,48607207,36,2,2
470,219628416,15026863,36,2,2
471,2070455,200974374,36,2,2
472,200657605,201003681,36,2,2
473,200976649,200976642,36,2,2
474,200618249,200618246,36,2,2
475,200742133,200748600,36,2,2
476,217605178,207037694,36,2,2
477,199933971,200649629,36,2,2
478,646566,198827545,36,2,2
479,199393791,120019032,36,2,1
480,219635740,63489982,36,2,2
481,82412818,201003735,36,2,2
482,200544793,200544799,36,2,2
483,26743269,200596723,36,2,2
484,16713740,200990304,36,2,2
485,200701898,81948747,36,2,2
486,118382752,207930774,36,2,2
487,204189178,201433815,36,2,2
488,74815310,201420445,36,2,2
489,38111789,201003752,36,2,2
490,200576139,200671734,36,2,2
491,24238963,201003706,36,2,2
492,199945951,120019034,36,2,1
493,200457256,73222775,36,2,2
494,216354897,200749138,36,2,2
495,26561062,198827545,36,2,2
496,100458403,201000368,36,2,2
497,121978408,10075210,36,2,2
498,200992457,200992452,36,2,2
499,3132827,199942873,36,2,2
500,199321574,120019032,36,2,1
501,200501540,201433819,36,2,2
502,200647128,201862388,36,2,2
503,200565611,200565615,36,2,2
504,200726278,200726279,36,2,2
505,171180032,27862024,36,2,2
506,200976652,200976642,36,2,2
507,200666346,201003765,36,2,2
508,2070455,200971020,36,2,2
509,200629269,9742529,36,2,2
510,63848074,149638056,36,2,2
511,200680523,200974757,36,2,2
512,74216201,200990304,36,2,2
513,201004046,43746762,36,2,2
514,200565627,217634767,36,2,2
515,26416754,201420450,36,2,2
516,200544034,54305138,36,2,2
517,199944394,120019034,36,2,1
518,47049999,195456317,36,2,2
519,200628441,200628433,36,2,2
520,201003681,201003675,36,2,2
521,200650649,213726951,36,2,2
522,198810834,198810823,36,2,2
523,43840946,120019034,36,2,1
524,200629160,200628921,36,2,2
525,46672640,201433814,36,2,2
526,216576290,206369833,36,2,2
527,66590338,200987157,36,2,2
528,200699531,200990304,36,2,2
529,200629170,200628921,36,2,2
530,2070455,200970411,36,2,2
531,74657803,200992452,36,2,2
532,200545451,14636411,36,2,2
533,66590338,198810823,36,2,2
534,35004666,200990304,36,2,2
535,74815310,97150075,36,2,1
536,76605068,201862388,36,2,2
537,200629551,26426749,36,2,2
538,83201398,201003675,36,2,2
539,201008700,201008705,36,2,2
540,63498194,59724636,36,2,2
541,200638759,64364849,36,2,2
542,200529476,120179148,36,2,2
543,84362242,201003765,36,2,2
544,124968331,120019032,36,2,1
545,176543937,120019032,36,2,1
546,200635038,200977055,36,2,2
547,200636768,200977055,36,2,2
548,43153369,53862301,36,2,2
549,200726261,200726278,36,2,2
550,184833091,21352615,36,2,2
551,18447613,66158250,36,2,2
552,200618680,27862024,36,2,2
553,200732641,200990304,36,1,2
554,216585659,200032993,36,2,2
555,29225466,171180032,36,2,2
556,218217012,203802264,36,2,2
557,33426175,198793579,36,2,2
558,82478836,201003706,36,2,2
559,219353245,201054667,36,2,2
560,43538180,13338694,36,2,2
561,200621417,47885917,36,2,2
562,200631491,5229110,36,2,2
563,27950078,200520046,36,2,2
564,200639284,200977055,36,2,2
565,201002456,201002459,36,2,2
566,217605292,202570152,36,2,2
567,26394081,200520046,36,2,2
568,199321355,207061251,36,2,2
569,200978447,200978441,36,2,2
570,3678760,201434285,36,2,2
571,2070455,200973003,36,2,2
572,86143479,201420450,36,2,2
573,38876099,52084569,36,2,2
574,198814113,118375251,36,2,2
575,43788807,25380228,36,2,2
576,10174934,201006731,36,2,2
577,25374129,200625122,36,2,2
578,199942851,200458940,36,2,2
579,201432023,219623378,36,2,2
580,200970835,200976671,36,2,2
581,200628452,26426749,36,2,2
582,66590338,13827311,36,2,2
583,199963475,49751168,36,2,2
584,200052760,200642268,36,2,2
585,200469605,69490698,36,2,2
586,198814108,118375251,36,2,2
587,200464814,195456317,36,2,2
588,5050216,71363407,36,2,2
589,200601473,69490698,36,2,2
590,198851848,198851754,36,2,2
591,13329538,200993389,36,2,2
592,216527230,199404540,36,2,2
593,59758492,99189548,36,2,2
594,200636269,47885917,36,2,2
595,200620846,200628921,36,2,2
596,203174429,202553626,36,2,2
597,31156994,201862388,36,2,2
598,200616109,200616710,36,2,2
599,130123636,200520046,36,2,2
600,26416754,120019034,36,2,1
601,200977063,18473563,36,2,2
602,5050216,59758492,36,2,2
603,200544024,200544034,36,2,2
604,198862743,199312098,36,2,2
605,200465307,195456317,36,2,2
606,10174843,201420445,36,2,2
607,9819062,200459331,36,2,2
608,149644613,88843080,36,2,2
609,200509865,200657616,36,2,2
610,35598976,73222775,36,2,2
611,20346661,199347872,36,2,2
612,200622946,47885917,36,2,2
613,7160465,199941768,36,2,2
614,9819062,31171392,36,2,2
615,199944376,125133336,36,2,2
616,11320206,200520046,36,2,2
617,43840946,200520046,36,2,2
618,76404237,202064266,36,2,2
619,43153369,199949041,36,2,2
620,201008307,201008310,36,2,2
621,200702144,81948747,36,2,2
622,74699742,200508991,36,2,2
623,199951054,7846920,36,2,2
624,118479624,200633982,36,2,2
625,51871690,10075210,36,2,2
626,199944374,125133336,36,2,2
627,199940269,200992452,36,2,2
628,74700264,195456317,36,2,2
629,200596729,200651616,36,2,2
630,27702383,200020510,36,2,2
631,200544803,200545112,36,2,2
632,96613640,203177072,36,2,2
633,199310352,122707293,36,2,2
634,18473563,208041590,36,2,2
635,216521848,86043782,36,2,2
636,200545151,200545451,36,2,2
637,200055840,207061251,36,2,2
638,200621664,200981699,36,2,2
639,199321551,10075210,36,2,2
640,32293580,201420450,36,2,2
641,63489982,200977063,36,2,2
642,201003741,201003735,36,2,2
643,200459281,16767018,36,2,2
644,200725891,200726247,36,2,2
645,199938132,100811714,36,2,1
646,201436329,200962780,36,2,2
647,200726256,200726261,36,2,2
648,199942857,199942855,36,2,2
649,11314537,200993389,36,2,2
650,44175377,201419733,36,2,2
651,200544004,200544012,36,2,2
652,200057747,200949999,36,2,2
653,10333291,64364849,36,2,2
654,200997199,200996856,36,2,2
655,200454702,195456317,36,2,2
656,117140737,200990304,36,1,2
657,35598976,99189548,36,2,2
658,198727492,86043782,36,2,2
659,159141256,200445863,36,2,2
660,43519779,200649629,36,2,2
661,200049093,200636970,36,2,2
662,216807497,203174429,36,2,2
663,7988208,18447613,36,2,2
664,200620490,200628921,36,2,2
665,26255407,64364849,36,2,2
666,77153980,200725891,36,2,2
667,11617562,5651731,36,2,2
668,26426749,219371979,36,2,2
669,59724632,201433815,36,2,2
670,202093295,59724636,36,2,2
671,199321563,10075210,36,2,2
672,201002621,77147400,36,2,2
673,219623122,213127158,36,2,2
674,46848276,71363407,36,2,2
675,198810836,198810823,36,2,2
676,200544012,77148660,36,2,2
677,199942876,199942873,36,2,2
678,200048385,200636970,36,2,2
679,200620490,96453477,36,2,2
680,83006156,201003675,36,2,2
681,196128588,200520046,36,2,2
682,46747574,199312098,36,2,2
683,74345264,43746762,36,2,2
684,216543839,198828204,36,2,2
685,200620876,64364849,36,2,2
686,10944863,201003752,36,2,2
687,200595885,86043782,36,2,2
688,200062534,49751168,36,2,2
689,5050216,74700264,36,2,2
690,2607210,71359771,36,2,2
691,198802733,159141256,36,2,2
692,3678760,11617562,36,2,2
693,200507394,201433819,36,2,2
694,200545112,200545151,36,2,2
695,200962780,74815309,36,2,2
696,198827545,199312098,36,2,2
697,19097439,125133336,36,2,2
698,112834095,201008700,36,2,2
699,23612274,200990304,36,2,2
700,59503198,200470656,36,2,2
701,59998001,200977055,36,2,2
702,85763115,200565624,36,2,2
703,199937804,120019032,36,2,1
704,54305138,200544377,36,2,2
705,199314572,207930774,36,2,2
706,200647127,201862388,36,2,2
707,199979709,217654794,36,2,2
708,10333291,94749368,36,2,2
709,27949058,200508991,36,2,2
710,200972495,122267457,36,2,2
711,16713136,200508991,36,2,2
712,2503479,200054513,36,2,2
713,200545458,77142763,36,2,2
714,10020863,54317371,36,2,2
715,5050216,200457195,36,2,2
716,36460742,200641856,36,2,2
717,120179148,201003738,36,2,2
718,2070455,200974754,36,2,2
719,7700342,200020510,36,2,2
720,199944367,125133336,36,2,2
721,33843382,201420445,36,2,2
722,203169641,36298639,36,2,2
723,200596727,200596723,36,2,2
724,26255414,201419737,36,2,2
725,646566,199945130,36,2,2
726,125133336,120019034,36,2,1
727,200628452,200628433,36,2,2
728,9292788,200990304,36,2,2
729,18911729,43788807,36,2,2
730,199945050,199944769,36,2,2
731,199408246,207930774,36,2,2
732,201007085,123587742,36,2,2
733,200659991,201003752,36,2,2
734,199944769,200465307,36,2,2
735,201008331,201008614,36,2,2
736,2503479,199942876,36,2,2
737,13257685,200067272,36,2,2
738,35018122,26426749,36,2,2
739,200621664,200621661,36,2,2
740,200631494,5229110,36,2,2
741,200476030,201003689,36,2,2
742,3132827,191691627,36,2,2
743,200993394,200993389,36,2,2
744,71359771,175294105,36,2,2
745,200520046,200649629,36,2,2
746,48536569,201000368,36,2,2
747,217661179,200627453,36,2,2
748,200967011,200967006,36,2,2
749,22845436,200657605,36,2,2
750,201003748,24565114,36,2,2
751,200622734,64364849,36,2,2
752,72504994,27061572,36,2,2
753,199934729,7846920,36,2,2
754,198814111,118375251,36,2,2
755,200634024,200977055,36,2,2
756,71363971,69490698,36,2,2
757,217605300,76402619,36,2,2
758,200625841,200972506,36,2,2
759,200032993,200032559,36,2,2
760,202846602,83201398,36,2,2
761,198855413,199312098,36,2,2
762,48012475,86043782,36,2,2
763,201007133,201007520,36,2,2
764,78777019,200544004,36,2,2
765,200529472,200671734,36,2,2
766,56274229,207930774,36,2,2
767,5408397,31344260,36,2,2
768,200701533,81948747,36,2,2
769,200962780,14636407,36,2,2
770,72897869,201420450,36,2,2
771,199941533,200465307,36,2,2
772,25244255,120019032,36,2,1
773,2070455,122267457,36,2,2
774,216813441,82412818,36,2,2
775,201857236,59724632,36,2,2
776,200528363,201432010,36,2,2
777,200618246,201013284,36,2,2
778,207061251,200992468,36,2,2
779,61697431,200622949,36,2,2
780,44674211,10075210,36,2,2
781,216543839,200032992,36,2,2
782,199941768,200459331,36,2,2
783,199932860,200960522,36,2,2
784,646566,198793579,36,2,2
785,26560265,201420450,36,2,2
786,25374129,17825759,36,2,2
787,198828207,198827545,36,2,2
788,38930646,201003675,36,2,2
789,94619995,199942873,36,2,2
790,36460742,200629170,36,2,2
791,46861644,201862388,36,2,2
792,26723076,200628921,36,2,2
793,200501540,53860629,36,2,2
794,77100286,81948747,36,2,2
795,123665326,201003678,36,2,2
796,200701406,81948747,36,2,2
797,200059513,201434285,36,2,2
798,200976659,200976642,36,2,2
799,200972506,122267457,36,2,2
800,201002441,77165567,36,2,2
801,201003677,201003675,36,2,2
802,200565506,27061572,36,2,2
803,197040242,120019032,36,2,1
804,200621070,64364849,36,2,2
805,77133658,111701814,36,2,2
806,200695257,200976652,36,2,2
807,71804992,64364849,36,2,2
808,198793589,198793579,36,2,2
809,5229110,219371979,36,2,2
810,36910464,200649629,36,2,2
811,18911729,200990304,36,2,2
812,4209720,200650652,36,2,2
813,200543666,77170571,36,2,2
814,60513732,200726913,36,2,2
815,201003740,201003735,36,2,2
816,11750730,200634059,36,2,2
817,199979754,201000132,36,2,2
818,96453477,200977055,36,2,2
819,62175284,200464814,36,2,2
820,201002875,201002880,36,2,2
821,50480742,201003765,36,2,2
822,184833091,200002294,36,2,2
823,646566,214413398,36,2,2
824,200977055,28493004,36,2,2
825,29225466,200067272,36,2,2
826,199944365,125133336,36,2,2
827,200596729,200596723,36,2,2
828,10174843,120019032,36,2,1
829,110935079,120019034,36,2,1
830,216521291,86043782,36,2,2
831,210056488,201003741,36,2,2
832,200617038,200618249,36,2,2
833,2692055,26743269,36,2,2
834,200601473,201000368,36,2,2
835,200569927,200569926,36,2,2
836,21352615,200993389,36,2,2
837,201007915,83171612,36,2,2
838,18056041,201003675,36,2,2
839,212739621,86043782,36,2,2
840,199323884,120019032,36,2,1
841,200047753,200642268,36,2,2
842,200509897,200656543,36,2,2
843,192706595,207930774,36,2,2
844,200521999,200520046,36,2,2
845,217655635,201003765,36,2,2
846,201002601,77133658,36,2,2
847,213127158,219623306,36,2,2
848,70229149,199312098,36,2,2
849,199321544,10075210,36,2,2
850,66158250,79784131,36,2,2
851,200624815,200977055,36,2,2
852,216521506,86043782,36,2,2
853,201008314,201008318,36,2,2
854,98294704,200680523,36,2,2
855,198763958,112055022,36,2,2
856,200638417,64364849,36,2,2
857,13827311,11314537,36,2,2
858,200458940,200636790,36,2,2
859,56274229,199945050,36,2,2
860,200629536,26426749,36,2,2
861,200509432,16767018,36,2,2
862,11320206,120019034,36,2,1
863,201002597,201002601,36,2,2
864,219622938,201436329,36,2,2
865,200634664,192139265,36,2,2
866,200523049,195456317,36,2,2
867,199942855,146303161,36,2,2
868,217658502,200627453,36,2,2
869,200613889,65838245,36,2,2
870,198785941,200067272,36,2,2
871,198814117,118375251,36,2,2
